阅读,评论,标题,作者,最后更新
164,0,买了10万,点石成金得殷野王,06-10 10:20
200,0,转发,王薇329801675,06-10 10:20
226,0,中远海控,吴莘2,06-10 10:19
504,3,今天要还有做T的那真的是傻缺了,cal_920,06-10 10:19
253,1,涨停妥妥的,宏图生财de子健,06-10 10:19
232,0,目标利润1000亿元，2021年妥妥的,WWW邮箱,06-10 10:19
204,0,买入,火热量恋龙头,06-10 10:19
191,0,年内必定每股100元！强势买入！干就完了！,东方无名小辈,06-10 10:19
1678,0,大成早报 : 6月10日市场资讯,大成基金,06-10 10:18
351,0,中远海控孙公司，南通中远海运川崎昨天开工建造二万三,东财网友1555513759766202,06-10 10:18
186,0,切换成中远海运,火热量恋龙头,06-10 10:18
275,0,半小时主力卖了近3亿,股友5WRBv5,06-10 10:18
365,1,加速上涨形态,操盘手张飞,06-10 10:18
167,0,最后的机会了,斐然善贾得夏侯惇,06-10 10:18
188,0,牛逼啊，看来被甩下车了。随时准备上车，等我一起到30,股友2d6E306038,06-10 10:18
5756,93,我已经反复的说了我的观点，只要集运周期在，我会一直,中远海控钉子户,06-10 10:17
271,0,转发：天地板要来了。可能性有多大？,全面注册制来了,06-10 10:16
165,0,转发,郭一博,06-10 10:16
666,3,打卡,八叶虫,06-10 10:16
328,2,天地要来了,Double升升,06-10 10:16
200,0,1000—6000手的卖的是什么人,股友5WRBv5,06-10 10:16
155,0,有人砸盘啊,股友pflIEL,06-10 10:16
148,0,601126,钓鱼神算,06-10 10:15
333,1,买入建仓,牧童横笛8,06-10 10:15
180,0,早上涨停应该没问题,牧童横笛8,06-10 10:15
182,0,恭喜中远海控市值超过3000亿时来天地皆同力，运去英雄,巴菲特淮安分特,06-10 10:13
204,0,这个量能怎么可能只有散户现在是看多看空的对拼,大吉大利吃牛,06-10 10:13
254,2,主力在出货，这一下出了多少？,基民W0629M7578,06-10 10:13
418,3,今天应该涨停了，大家都赚钱，就不要骂来骂去了。休战,迷信他人不要炒股,06-10 10:13
381,2,中信证券一吹就上天。。,股市砖家菜牛,06-10 10:13
182,0,赶快了，还可以上车，过了这个村没这个店。,绿色小子123,06-10 10:13
169,0,天花乱坠，地下停车场,每天涨1块,06-10 10:13
34484,15,"龙虎榜：小鳄鱼1.68亿做T润和软件,鸿蒙再度暴涨！机构",狗蛋,06-10 10:13
195,0,各位套友，赶紧走，别贪心恋战。,万事亨通地律香川,06-10 10:12
175,0,强庄啊，庄稼收米,天使魔兽,06-10 10:12
174,0,发研报必跌，也不对嘛[为什么]，没有规律就是最对的规,阿门阿前一颗,06-10 10:12
173,0,我最看好的股票,股友197J97L071,06-10 10:12
163,0,2498妥妥的,牛顿顿牛,06-10 10:12
191,0,中国的WSB概念股[偷笑][偷笑][偷笑],大利牛年,06-10 10:11
207,0,这成交量，又得第一了。树大招风啊。,中远海控忠粉,06-10 10:11
192,0,很快涨停了，抢筹了。,我爱蓝色的大海,06-10 10:11
178,0,大哥杀疯了,林蓦北,06-10 10:11
173,0,立马涨停,苏林6785,06-10 10:11
214,0,2021年6月10日，，上午9点58分，海控空头已经放弃了抵,又双叕来咯,06-10 10:11
158,0,钱都跑步进这大一吸盘里来了,Zcszcs,06-10 10:10
227,0,73万元已经满仓！开心,高手我信吗,06-10 10:10
238,0,中远海控,吴莘2,06-10 10:10
151,0,今天要板了,在贪婪中恐惧,06-10 10:10
168,0,我提前发恭喜了各位,股友6t02189l58,06-10 10:10
146,0,这有勇气,基民qCXilG,06-10 10:10
148,0,，买少了,足智成金地扁鹊,06-10 10:10
234,0,苦口良药，教教你们当你们想卖的时候就看看他的市盈率,经纶来财de金锁,06-10 10:09
218,0,3000亿，才刚刚开始！,逍遥丿散人,06-10 10:09
145,0,新型庄股,北京文化人,06-10 10:09
187,0,中海君（区别600428中远航运）现在的股价在航程的下流,wfd999,06-10 10:09
171,0,新人来报到，能玩多久,舍得帮小刘,06-10 10:09
175,0,再不买，真的没机会了,斐然善贾得夏侯惇,06-10 10:09
223,0,打爆空头，让你头铁，这下好了，头破血流。,啊登登登登,06-10 10:08
182,0,小心伺候[大笑][大笑][大笑][大笑][大笑][大笑],AAAAA27,06-10 10:08
196,0,中国远洋加油[兴奋][兴奋][兴奋],拉萨侦查兵,06-10 10:08
246,0,必涨停,永熹118,06-10 10:08
182,0,这股量好大哦[想一下],股友Fctk8P,06-10 10:07
218,0,转发,胖子肚皮有股气,06-10 10:07
197,0,明天不知道涨跌，但是今天封涨停是肯定的了,中远海控高富帅,06-10 10:07
270,1,z这次要带什么地方,股友kTrtaH,06-10 10:06
221,0,“牛”起来,心津999,06-10 10:06
204,0,量有点大啊，牛b,追风少年zz1,06-10 10:06
251,0,资金流出巨大，大单狂抛，又是东方财富开户的散户在跟,海上日出12,06-10 10:05
229,0,今天意义重大，站上3000亿市值，一般下一关就是5000亿,牛年回本今天明天,06-10 10:05
216,0,涨停,基民好哈哈哈好噢,06-10 10:05
231,0,海控第一，茅台第二，海控20，茅台2000，你说买哪个？,自得财富,06-10 10:05
195,0,融券砸盘，给的爆仓,股友FXiiNY,06-10 10:05
180,0,韭菜们上啊干翻主力[大笑],大饼叔叔的大饼,06-10 10:05
177,0,都赢利了吧，可惜我卖早了[哭],股友HKlJvv9680,06-10 10:04
267,1,二十的时候就有空gou说套人，恐怕以后三十四十还会有,股友675a62615N,06-10 10:04
197,0,生生从7层仓位给我涨到8层仓位，也是服了,股友R5b9wS,06-10 10:04
435,3,宁波海运，龙二才5块钱！！！,财材才,06-10 10:04
164,0,祝涨停(o^^o),飞翔的吉格斯,06-10 10:03
164,0,万手哥在哪里,股友BCnukn,06-10 10:03
182,0,目前赚38个点,MrParker,06-10 10:02
215,0,22分钟40亿成交量，谁不服？,龙之泪水,06-10 10:02
211,0,又套一批唉,空8888,06-10 10:02
296,0,突破新高还有更长远的新高，拿住了各位珍惜手中筹码。,富丽更堂皇,06-10 10:01
214,0,换手率才2个点，大神分享一下？,基民W0629M7578,06-10 10:01
251,0,今天的海运龙头，必然封板。,中G小股神,06-10 10:00
258,0,涨停妥妥的,大吉满堂的凌康,06-10 10:00
682,3,做出你的抉择200个字都有点多！,新财富a,06-10 10:00
236,0,牛啊,大道至简约,06-10 10:00
194,0,变轨。,山人空玄,06-10 10:00
229,0,发套了,女多钱光,06-10 09:59
211,0,下来，我重新建仓,股友N3hkFl,06-10 09:59
224,0,厉害,有亏有赚才是炒股,06-10 09:59
238,0,获利盘在跑，散户在追高！不敢进啦,垫资过桥,06-10 09:59
198,0,今天小散看戏[大笑][大笑],基民9gbguY,06-10 09:59
219,0,昨天就想做个T，结果不但做了倒T，尾盘还接不回来！直,股友eoNahd1706,06-10 09:58
205,0,昨天买了就十个点了，麻了个比！,富可万贯de叶孤城,06-10 09:58
172,0,资金净流出这么多？,一叶子1878178,06-10 09:58
191,0,果然我想买的从来都买不到,股友16o6u76655,06-10 09:57
318,0,#券商上调中远海控目标价至38元#这应该不是吹，如果是,一起发财致富呀,06-10 09:57
870,7,scfi涨2.67%涨幅比上周大幅缩小.小於预期很多!!如何表,乃88546,06-10 09:57
174,0,卧槽,股友2gGudC,06-10 09:57
216,0,你们慢慢冲，先走,基民IhKDC6,06-10 09:56
229,0,半个小时，成交35亿，带量上攻吗？,sdzhang88994757,06-10 09:54
264,0,24元买回40万股成交。真担心今天又卖飞。哈哈哈,全面注册制来了,06-10 09:54
174,0,天时地利人和,风暴来袭CJ,06-10 09:54
233,1,拉高出货了尾盘绿,勿问归期,06-10 09:53
230,0,考虑把苏宁请了[怒],牛年回本今天明天,06-10 09:53
215,0,三千亿市值高么？五千亿也不算啥,东八区的风,06-10 09:50
250,0,COSCO这条大船，我再也不下船了,COSCO神牛,06-10 09:50
189,0,今天巨量啊,好运常在123,06-10 09:50
5043,0,中信建投证券：建议现价买入中远海控，股价目标上调至,淘牛市Ye59370,06-10 09:50
252,0,这股真好，一买就涨[想一下][想一下][想一下],股友Fctk8P,06-10 09:49
214,0,下车下早了呜呜呜呜呜呜呜,zzzzzzzzzzzz0,06-10 09:49
220,0,不在疯狂中暴发就再疯狂中消亡！,弟二三,06-10 09:49
255,0,翻倍,股市歧途,06-10 09:49
200,0,笑死我了什么s13大圣我评论一句马上秒回真牛24小时看,丄杉绘梨衣,06-10 09:49
261,0,10分钟成交金额30亿，太猛了,没事玩玩而已,06-10 09:49
208,0,学医的回答下,股友MI93817793,06-10 09:49
248,0,今天洗洗盘明天还得涨停,股友gcB5Q0,06-10 09:49
1187,4,本来涨的好好的，你中信非得插一杠子唱多！这回好了，,战狼之横驱直入,06-10 09:49
212,0,行了可以了，不要涨停保持住就行了,流心蛋黄,06-10 09:48
157,0,上25-，26,股友86X179963M,06-10 09:48
424,2,哈哈拉高诱多 主力处理出的真爽 散户全部套牢站岗,股友686921r12t,06-10 09:48
173,0,憋了这么久要不是行权，早飞了，哪有这么便宜的筹码，,银泉马,06-10 09:48
210,0,比茅台还牛，有多少买多少,自得财富,06-10 09:47
190,0,液压小王子，合段智能再低部，持股待涨呃,宏图坚定持有两年,06-10 09:47
193,0,601919[抓狂]涨停,斐然暴富de容小仙,06-10 09:47
232,0,发生了什么，有没有大哥说一下？？,股友596S6205I0,06-10 09:46
189,0,突破箱体,股友0ZMlsh,06-10 09:46
175,0,在拉高出货啊,小鱼1214,06-10 09:46
176,0,创新高了吗？,年年积玉的段智兴,06-10 09:46
182,0,厉害68元进军啊,二丫多特瑞,06-10 09:46
256,0,nnd，大腿拍断了！昨天5个多点跑了，以为按照惯例今天,垫资过桥,06-10 09:46
234,0,拍大腿，前几天把融资减掉了现在也不敢加，就200万仓,牛年回本今天明天,06-10 09:46
267,1,怕个球，一年前才3块钱，现在涨了10倍了[大笑],别给我涨停我要进,06-10 09:46
215,0,不过30坚决不卖，啦啦啦！,风云云风,06-10 09:45
206,0,查查查查查查查查查查查查查查查查查查查查,个温gun,06-10 09:45
235,0,土匪头子就是六啊！不枉费我昨天加仓1000股[兴奋],风云云风,06-10 09:44
209,0,23.49----中国远洋，我来了[摊手][摊手][摊手][摊手],拉萨侦查兵,06-10 09:44
245,1,23.88,股友I33L010623,06-10 09:44
239,0,6666,斐然纳福de楚留香,06-10 09:44
627,5,前村深雪里，昨夜一枝开,春暖花开0532,06-10 09:44
209,0,23.60今日加仓64万股。24.5-24.70准备卖出。,全面注册制来了,06-10 09:44
366,3,开始套人,股市狂魔乱舞,06-10 09:44
171,0,我来中远喝点汤[俏皮],时来运转乾坤牛,06-10 09:44
204,0,中远海控,吴莘2,06-10 09:44
207,0,拿住反正30没问题,盆满如意的雨秋,06-10 09:44
195,0,新高了哈哈,菜鸟成长之路,06-10 09:43
215,0,希望Q2业绩继续亮瞎我们的眼睛,海控股东888,06-10 09:43
171,0,啊控，太猛辣！！,炒股三天哥,06-10 09:42
165,0,啊控，太猛辣！！,炒股三天哥,06-10 09:42
199,0,卖飞了，，，，，，哎23.8卖了,股友N3hkFl,06-10 09:42
6259,37,中远海控，有效站上22.4， 开启一轮上涨,N先森看票,06-10 09:42
203,0,这三天赚了15个点，先走了，明天再接回来(o^^o),飞翔的吉格斯,06-10 09:42
161,0,还有半小时涨停，，第一名啦。。,才望兴隆得马红江,06-10 09:42
193,0,一直没敢补仓，一直后悔,股友f3XO9N,06-10 09:42
227,0,挂25的单，再卖出1/3仓位。,我要仔细想想,06-10 09:41
597,0,中远海控6月10日快速上涨,中远海控资讯,06-10 09:41
203,0,万手哥，牛逼,股友6678U97v69,06-10 09:41
294,0,港股疯了,股友I33L010623,06-10 09:40
324,0,中远海控6月10日盘中涨幅达5%,中远海控资讯,06-10 09:39
236,1,呵呵…,京城008,06-10 09:38
314,0,30块以下让你买入都是中远管理层亲自下场，在股市定点,股友oTQJ9O,06-10 09:38
210,0,不知道画图的兄弟过的好不好,海控99,06-10 09:38
216,0,30块以下让你买入都是中远管理层亲自下场，在股市定点,股友oTQJ9O,06-10 09:38
150,0,rerere,股友1576963gZ6,06-10 09:38
223,0,空中加油,耐心等待牛,06-10 09:37
208,0,30块以下让你买入都是中远管理层亲自下场，在股市定点,股友oTQJ9O,06-10 09:37
193,0,23.88是最高么,不饿有巧克力,06-10 09:36
374,0,大盘再度逼近3600点大关会否引发巨震？（6.10）,股友KKENkK,06-10 09:36
214,0,还是有人追高了,基民d57096g065,06-10 09:35
289,3,中信要跑路了，所以出来乱说话！著名的反向指标,WU2198的账号,06-10 09:34
169,0,别别别，千万别跳空呀,富可利市地牛魔,06-10 09:34
1792,0,中远走稳了，希望沃森也早点走出趋势。,WangAnChen,06-10 09:34
202,0,机会错过就没了[加油],你恐霜木贪,06-10 09:34
206,0,躺好的姿势再妖娆一点。。。。。。。。。。。。。。。,又双叕来咯,06-10 09:33
217,0,跑路,小白刚入式,06-10 09:33
180,0,我老我不卖,洛阳地质队员,06-10 09:33
381,2,拉高出货,我去尼玛,06-10 09:32
210,0,加油！冲！,大吉满堂的凌康,06-10 09:32
236,1,稳住稳住,财运满堂得刘备,06-10 09:32
211,0,牛逼！！！,大吉满堂的凌康,06-10 09:32
206,0,上车,自酒yyds,06-10 09:32
196,0,今天我会减仓,股色股香10987,06-10 09:32
209,0,涨停!!!!!!,权中欲,06-10 09:32
181,0,9.8万手上次集合竞价这么多好久之前[大笑],牛年回本今天明天,06-10 09:31
199,0,资金都在抢筹，坐等吃肉肉，[大笑][大笑][大笑],基民9YJkBd,06-10 09:31
257,0,这股票很像去年的兄弟科技。自己去参考一下吧！,难驻流年3708,06-10 09:31
192,0,昨天21.26梭哈了……。呵呵中期趋势出来了,股市第2年拿回16W,06-10 09:31
234,1,张婷你来了吗！,金色的暗影,06-10 09:31
187,0,估计今年要破68,洛阳地质队员,06-10 09:30
225,0,恐怖的高开，虽然早出了，但还祝海控步步高[鼓掌],反向做t小王子,06-10 09:30
284,1,转发,XsX股市小熊熊XsX,06-10 09:30
199,0,这个今天要涨停了，百分之八十,买入就得闭眼按零,06-10 09:30
181,0,这肯定是散户闯筹码推上去的。,XUE518,06-10 09:29
183,0,顺子号是起点还是终点？,某一优秀呀,06-10 09:29
182,0,上来了现在怎么搞,钉哥的小迷弟,06-10 09:29
171,0,海控的主力不好干呢。,XUE518,06-10 09:29
168,0,快来接盘吧,什么情况了么,06-10 09:29
350,1,我挂涨停了，早上看，队伍已经排了1W多号了,股友6t02189l58,06-10 09:32
433,3,人气第一竟然没有涨停，看来中信这个空狗要出货了,替天行道Y,06-10 09:31
191,1,解套高兴了？,股友I33L010623,06-10 09:30
322,2,活埋一群,股你唔倒1,06-10 09:29
1923,7,说一下从去年持有中远股东的感官，基本面不谈，很多人,Acutely1,06-10 09:27
212,0,牛,没事回回贴,06-10 09:27
237,1,9.35张婷。,大股盲,06-10 09:26
244,0,高开不及预期暂时观望！,蒋武德,06-10 09:26
414,1,完犊子了商务部点名海运运费了，要出政策了,中远长荣号大副,06-10 09:26
231,0,十字星等着你们,股剑愁,06-10 09:25
6777,9,这两天，研报，消息，新闻都又开始爆炸，今天又顶到人,散养股民老K,06-10 09:25
1129,0,股票走势在一定时间段都有相似性，基本面不差，总会按,Acutely1,06-10 09:25
208,0,人气第一匹配涨幅第一，加油干,n142054428483268,06-10 09:25
213,0,海盗连涨5天啊，真后悔，21.3卖了[哭][滴汗],股友r6GNHw,06-10 09:24
183,0,港股不给面子呀,qyc3,06-10 09:24
209,0,割韭菜了,股友KEIYzk,06-10 09:24
312,1,我3块14买的，该走了哈哈哈,股友72kv6f,06-10 09:23
220,0,上车,自酒yyds,06-10 09:23
3532,9,当年就是这样林俊杰喜欢田馥甄，田馥甄喜欢周杰伦，周,猎庄的担忧,06-10 09:22
223,0,今年搞海运，就是一种坚定的信仰了！,文凯诺,06-10 09:22
415,2,吓人百,舵手新一,06-10 09:22
383,2,看看中信年初唱多茅台到3000然后你们懂的，哈哈,骑扬纳福地任我行,06-10 09:21
213,0,转发,XsX股市小熊熊XsX,06-10 09:20
193,0,涨停牛股,mp47769321468035,06-10 09:19
215,0,今天拉高套一批后绿三个点收盘,股友p0wCuD,06-10 09:19
226,0,这么大利好不一子板。毛线,股友xaXY7r,06-10 09:19
206,0,：,股友91u595X962,06-10 09:19
228,0,中银绒业真的疯了。最便宜的锂电池股。这封板量,股友axcFws,06-10 09:19
308,1,两个月前玩了一把海控没坚持下来但是模拟账户一直持有,做T做得好,06-10 09:17
484,0,1919半年报肯定很棒,一个短篇,06-10 09:17
376,3,好运气,股友5D87P31731,06-10 09:16
2162,5,商务部：高度关注外贸企业在原材料价格、汇率波动、海,saiiling3837,06-10 09:15
194,0,美利云：林业碳汇+数据中心+人民币升值、造纸涨价受益,低价出牛股,06-10 09:15
203,0,我37给你们赚一块差价[坏笑],专打主力技术控,06-10 09:15
211,0,航海继续狂热今年已经到翻倍了继续上攻！冲,北京捉龙师,06-10 09:14
218,0,再来个财富造价A股分分钟的事,股友gcB5Q0,06-10 09:14
244,0,未来是什么时候？我也可以说未来会跌到五元。,骑着白马过雷区,06-10 09:13
500,0,集装箱班轮运输公司的盈利和股价却一路飙升。中国证券,股友3mg海控,06-10 09:12
562,7,大家好，请问今天要卖出601919吗？谢谢！,大海赣州,06-10 09:12
208,0,恭喜中远的老朋友，祝你们主升浪愉快！,数据组成,06-10 09:12
213,0,太可怕了，要么暴涨，要么暴跌,基民CFPGA,06-10 09:11
227,0,离38还有五六个涨停，加油！,上弦月6636,06-10 09:11
706,17,关键是年年能赚700多亿么？,招财大牛散,06-10 09:10
224,0,人气2天搞到第一。。有鬼,股友KLOscr,06-10 09:09
271,2,，一觉醒来人气第一了，牛逼,股市起伏如人生,06-10 09:09
1095,11,我出来说句公道话啊！原本我以为钉子户和我要我喜欢两,钉子户金针菇,06-10 09:08
336,2,如果不是波罗的海BDI指数最近一直在下跌，我会踏空吗,万事发财的邀月,06-10 09:08
4303,3,今天明天涨停板！抢筹码之战将一直持续到7月6号分股后,君无常,06-10 09:08
354,4,好呀！从3块多到22元快7倍了哈哈。傻人傻福！,股友72kv6f,06-10 09:07
254,0,5个10厘米要来了，最近资金正在发愁炒什么呢，瞌睡了,阿斯匹灵,06-10 09:07
829,10,钉子户，你这也叫复盘，一点深度都没有,CJ一路向北,06-10 09:06
2377,30,2300多亿元市值，市盈率才3倍多的大白马股，居然跌幅,价值潜力成长牛,06-10 09:05
744,0,中远海控已经驶入快车道,涨停板还要涨停板,06-10 09:03
296,0,牛逼啊一夜之间排名第一,真理万金,06-10 09:03
202,1,转发,股友kLtToo,06-10 09:03
204,0,都不担心追高了吗？这么有信心？,股友v5w0we,06-10 09:02
3034,4,目前这场疫情让多少企业起死回生！但人类不会永远都生,我们都是难友,06-10 09:02
223,0,603716塞力医疗，互联网医疗巨头，工业大麻，区块链多,股海皎龙888,06-10 09:02
273,2,二季报出来之前，只买不卖！,不要在乎我,06-10 09:01
300,1,那个精灵大圣设置我不可评论，我想告诉大家这是个坑比,短线王者农药,06-10 09:00
572,1,说说中信建投的研报其实，这就是明牌打了。远的不说，,best2345,06-10 09:00
805,16,大部分二线白酒几十年也赚不到你一年的利润啊,股友20999,06-10 08:59
1704,16,写在*ST贵人天量转增股份上市前,玛森,06-10 08:59
242,0,挣钱的朋友，抓紧增加持仓，扩大盈利,专注中远海控13年,06-10 08:58
506,4,人气排名第一，今天是要涨停吗？,不要在乎我,06-10 08:58
207,0,打板走起！,童子问松下,06-10 08:58
1453,2,【中信建投证券韩军：上调中远海控目标价至38元】今日,散养股民老K,06-10 08:57
729,8,6月10计划：华民股份，美格智能，柘中股份，润和软件,涨停公交车,06-10 08:56
300,0,这是一只散户和机构都没什么分歧的票……看起来都不错,蕾丝大叔叔,06-10 08:56
1142,7,各位大佬，知道中远海控，什么时候配股吗？股权登记日,大发如意得牛魔,06-10 08:55
241,1,看到这么多唱多的我好害怕,栀莉少女30岁,06-10 08:55
187,0,这些天干爆融券的。,业绩王者,06-10 08:52
206,0,我大A指你收复旧河山了[滴汗][滴汗][滴汗][滴汗],骑扬广进的狄仁杰,06-10 08:51
4061,34,昨天晚上做了一个搞笑的梦，我买了两手中远海控的，结,骑扬成章de张飞,06-10 08:49
7211,2,这一轮是10元起来的，20就压不住。现在节奏变了，20形,大道似简999,06-10 08:49
2388,0,速看！这只股今年要赚775亿？股价涨超600%……,天弘基金,06-10 08:48
399,2,今天适合做t，因为肯定波动很大，中信就是大空,让我缓缓,06-10 08:44
300,0,历史最高价67.84，有那个研报敢定目标价超过这个不,VIVI牛转乾坤了,06-10 08:43
3112,4,中远海控一一港口水运，标准普尔，富时罗素，MSCI中国,大连投资小姐姐,06-10 08:42
270,0,看我长文，值的话点下关注，谢谢,明月江心,06-10 08:41
293,1,中信高喊茅台今年破3000还维持么？,论韭菜的觉悟,06-10 08:44
270,1,虽然财务有问题 目标位上调至33！！！,首赫888,06-10 08:44
223,0,今天会不会涨停板！,白天不懂黎明的黑,06-10 08:41
346,1,十五年一轮回，明年要回到中国远洋的巅峰时刻。向68元,霍帅82022,06-10 08:40
455,1,中信一出来搞事情心就发慌，我们自己搞我们的事不行吗,江以南st,06-10 08:40
829,5,中远海控，股价预计年底能上60元，大家谈谈看法！,tongke126,06-10 08:40
377,4,9元到22了，拉高出货，配合好消息，残忍吧,摸金校尉顺势而为,06-10 08:40
275,0,最可怕的是舆论啊，之前盯着大宗。不提海运。现在海运,中远海控钉子戶,06-10 08:39
210,0,人气两市第一。。厉害。。,有亏有赚才是炒股,06-10 08:39
250,0,哎，今天买不进了，昨天筹码全被骗光,一柱擎天518,06-10 08:37
257,1,做了个梦，小幅高开，到午盘跌的挺多，梦是相反的不？,全面小康漏网之鱼,06-10 08:36
53016,909,大家早安！说三点：1）机构手里已经有不少海控筹码，,中远海控钉子户,06-10 08:35
274,1,万物可炒。鞋子可以炒起来吃了，集装箱会不会，天知道,不平静的新,06-10 08:35
235,0,早上说的是泰豪科技,皇大姐保佑,06-10 08:33
267,2,发生了什么，人气为什么突然这么高。,S鸿运当头S,06-10 08:32
240,0,十字星,贷款炒股收益高,06-10 08:32
528,5,泡沫很大，非常的大。经济扩张的时候也没有看见业绩什,活塞3zady0,06-10 08:31
427,3,问题4.公司与华为公司数据中心的合作形式是怎样的?这,皇大姐保佑,06-10 08:31
248,0,找人接盘！,n776813769214632,06-10 08:29
213,0,买定离手，有人看见是开单大家快买马上翻倍[笑哭][笑,才望民丰得杨无敌,06-10 08:28
289,3,又唱多了！[大哭]又要跌，[大哭],神队友波源,06-10 08:28
200,0,吹牛比不要钱,巴韭特传奇,06-10 08:27
296,3,茅台酒涨到3000的研报就是中信发的～～,高手我信吗,06-10 08:27
4361,17,提个有意思的问题，疫情结束后全球海运运费就会跌回到,闷棍哥,06-10 08:26
213,0,想买，但是不敢，再看看[想一下],股友Fctk8P,06-10 08:25
213,0,今天破新高大家买就是,八方富贵得五散人,06-10 08:23
350,0,商务部外贸司负责人谈2021年1-5月我国外贸运行情况,股友59067c9F72,06-10 08:23
203,0,人气第一这一点拿捏得妥妥的。,绿色小子123,06-10 08:22
298,2,主力成功出货！疫情过后股价回到原点！这就是逻辑,我们都是难友,06-10 08:19
386,3,小心！中远海控有点火。,八方来财8888,06-10 08:19
215,1,今天感觉要缩量上涨了，,海盗突击队小组长,06-10 08:17
283,1,38还是太保守啊83差不多,中远海控忠粉,06-10 08:15
213,0,怎么就人气第一了,和气高升大富贵,06-10 08:12
697,0,重磅！ 坚决看好中远海控和恒基达鑫,股友59067c9F72,06-10 08:10
238,0,这么多资金进来玩，盘子明显太小，赶紧扩大市值，资金,小学没有毕业,06-10 08:09
5081,11,今天减了一半的仓位，你要涨，我就继续拿着躺赚，你要,女神的口水真甜,06-10 08:09
233,0,中信的嘴，骗人的鬼,骑扬纳福得嬴政,06-10 08:08
205,0,我不是来唱多的,砸砸灰,06-10 08:07
300,0,运价会慢慢得到补偿的……,股友8292275ME0,06-10 08:04
882,9,震荡上行,闲云茶客,06-10 08:02
238,0,完了，中信又出来搞事情,玄学选股佛系持股,06-10 08:02
292,1,券商这算不算黑嘴！应该严打啊！可还有顶风作案的，没,北冰洋小岛,06-10 08:01
179,1,转发,大圣大圣必赢必胜,06-10 08:00
285,2,今天不破新高我直播,请叫我做T高手,06-10 07:58
279,3,今后，这么多过剩的集装箱和船，想想都可怕，炒作后一,股友KvNy2S,06-10 07:57
307,4,做广告出货了,上善有道,06-10 07:56
3844,12,中远海控，北向机构继续加仓5.27~6.9北向机构买入了7.,年年有鱼888,06-10 07:55
253,0,盘太大！价格明显超了太危险了,股友kGJUxY,06-10 07:54
369,7,7月份海运将达到顶峰！到时可以抛了，留着就是个祸害,BTKY,06-10 07:53
303,5,明天必跌,八方利市地李秋水,06-10 07:51
27530,13,从默默无闻，到一年暴赚几百亿，中远海控的乌鸡变凤凰,菜头日记,06-10 07:48
224,0,突破前高再说，38，说说罢了,挣一块就出,06-10 07:47
452,0,中远海控：融资余额81.28亿元，创历史新高（06-09）,中远海控资讯,06-10 07:47
406,0,中远海控(601919)融资融券信息(06-09),中远海控资讯,06-10 07:47
271,0,中远海控,吴莘2,06-10 07:47
267,0,人气排第一，股价上天梯！,只做价值票,06-10 07:46
230,0,散户集中营，今日散户对战主力，看谁可以赢？看戏,无敌神火,06-10 07:45
215,0,人气第一了，涨停吧，满仓哈哈,孝有毛,06-10 07:44
827,0,重磅！！10倍的票票诞生！,股友59067c9F72,06-10 07:42
311,1,山推股份将开启翻倍行情1，一季度业绩增长283%，中报,悟空之境,06-10 07:41
255,0,唱空的自己看，涨价逻辑毋容置疑,年年有鱼888,06-10 07:34
307,3,中信发研报了，就要大跌，中信就是行业中的老鼠,小鳄鱼游资,06-10 07:34
364,5,出不了货，心急如焚啊！,K线密探,06-10 07:33
179,1,一直半仓，开盘三个点以下就全仓干了,盆满如意的雨秋,06-10 07:28
323,1,看到贴吧的韭菜就搞笑，你们的想法很重要吗？外面的几,急个禾啊,06-10 07:27
261,0,中远海控是只好股票……！,散户帝国,06-10 07:27
281,1,杨总发威！给杨总加5000个鸡腿！,中远海控钉子户,06-10 07:26
267,0,601919将成为第二只贵州茅台，年内股价见60！,大海赣州,06-10 07:26
214,1,今天可能爷爷孙子一起嗨，（东方海外）,小股东601919,06-10 07:25
1180,0,只要基金们不要养胖了就杀就没事，但愿象舍得酒一样多,忘川河旁三生日,06-10 07:21
176,0,人气第一，有点,然后怎样灬,06-10 07:18
359,0,对于该股的周期性，我觉得有点过虑了。一年大几百甚至,股友67259x9G69,06-10 07:18
1369,8,前天买了常山北明以后，昨天潜伏了一天，今天吃了八个,我要我喜欢,06-10 07:18
4520,1,涨价近十倍，一箱仍难求！低估值高增长航运股请收藏,指数增强小霸王,06-10 07:17
210,0,放个卫星值得期待,梦孟,06-10 07:15
247,0,看来中远海控今天要带领海运板块大反攻。,期待牛转乾坤,06-10 07:12
173,0,昨天才买今天这热度就第一了[想一下][想一下],是你的陈叔叔,06-10 07:11
1560,29,观点一致，一起赔！七亏二平一赚！,中远海控的钉子户,06-10 07:11
238,0,19元时持有了些海控，这个把月上窜下跳反正是没有跌破,山人种韭菜,06-10 07:10
169,0,今天看空！,晨阳红湖,06-10 07:09
245,3,又是一个庞氏惊天大骗局！你们懂的！,股友Kmmqe8,06-10 07:53
859,4,首先我是看好中远海控的！但是今天我得给大家泼一盆冷,战狼之横驱直入,06-10 07:30
259,2,名字好也是原因之一！中远海控名字够牛逼！志存高远，,秋月春风168,06-10 07:28
192,1,凡是打广告了，就是出货阶段。这么多集装箱，明年一定,股友KvNy2S,06-10 07:28
228,0,研报一出，鸡毛鸭血,股友3ENjLn,06-10 07:09
207,0,人气推到第一？哎，好熟悉的味道……掩护出货,股友93977Jr060,06-10 07:09
1006,6,质疑韩军的预测，今年营收2800亿不及我的预期，2019年,坐看云起2501,06-10 07:07
