阅读,评论,标题,作者,最后更新
284,1,这股太可怕了，我还是离开安稳,股友R7f8191017,06-01 12:12
1079,17,开盘之后，谁恐慌割肉谁后悔！5-31,春暖花开免摇号,06-01 12:12
3416,36,我为什么说牛股那俩小丑的言论触及到红线,吧扉特,06-01 12:11
245,0,把股价炒高就减持韭菜真苦啊,这股市怎么了,06-01 12:10
2810,5,依我这种小韭看，周一直接下杀年线，然后小反弹个一两,SKYLINE1,06-01 12:08
256,1,祝昨天买入的朋友快乐。祝那些诋毁比亚迪的肉眼凡胎们,ttydz0181,06-01 12:08
461,2,电池，储能是未来汽车核心，比亚迪占尽天时地利,股友cbtEBP,06-01 12:06
562,7,今天平开微涨，大概率上攻180关口，大盘好点继续往上[,惜吖吖,06-01 12:06
249,1,……昨天才撤,十年股民ccc,06-01 12:06
248,0,利好就是利空，利空就是利好记住了[微笑][微笑],潇潇一倾城,06-01 12:03
230,0,减持拉高出货，赚一笔走人！,芝麻宽门,06-01 12:03
458,3,卖飞了。少赚好多[哭][哭][哭],买酒言欢,06-01 12:02
244,0,看macd一波大趋势,小小着急,06-01 12:01
483,6,利空出尽是利好，敢大跌全仓梭哈，明年的现在再看，绝,堆金多谋得说不得,06-01 12:01
241,1,破185还怕啥兄弟们出来单挑！,你眉间有点绿,06-01 12:00
258,1,五百多倍的市盈率，还是保守一点吧,新手的忧伤,06-01 12:00
656,6,太狗了，昨天把我杀出去今天就涨这么多,堆金万贯得黄药师,06-01 11:59
282,1,半导体，国产芯片，固态电池，苹果慨念，华为概念，无,股友0A383H0230,06-01 11:59
184,0,T飞飞,dongcg9,06-01 11:59
520,2,搞个锤子，预测失败，比亚跌180.8跑了，我属实想不通,做比亚跌多苟,06-01 11:58
259,0,比亚迪真香，可惜没有资金了，下个月不会到300多吧，,我梭哈请亮牌,06-01 11:58
190,0,流弊,小散炒股追大牛,06-01 11:57
402,4,我前天发帖说什么来了是不是减持完就一飞冲天,比亚大帝,06-01 11:56
281,1,早盘冲高就卖了，也没接直接弄丢了[哭],割肉就涨哎,06-01 11:56
254,1,股市也确实神奇，人心也难测，总之防不胜防，一个字绝,盆满来财地无崖子,06-01 11:53
205,0,昨天那一下，,基民JQkoBK,06-01 11:53
216,0,下午准备清仓,不炒菜666炒股,06-01 11:53
466,5,无论公司多好，大股东减持都该抛弃远离。,王富贵ggggg,06-01 11:52
4973,0,周二上午主力资金最新动向《关注我，每天更新》一、主,大碗投资刘牛牛a,06-01 11:50
482,5,哎。。。昨天最低价全卖了，亏6千+。。。。。,股友IeBFcD,06-01 11:50
301,2,比亚迪今天拉阳线,把股票当做游戏,06-01 11:50
248,0,难道是回光返照,多财积玉得张三丰,06-01 11:49
225,0,被空狗骗走筹码的兄弟们赶紧骂,Ender3,06-01 11:49
530,5,378.4的本,股友18szxZ,06-01 11:48
229,0,中午把银行的钱拢一拢，找个最低点冲进去赌一把,我爱津膜,06-01 11:45
5694,101,我梭哈了，你随意，150.7全仓加融资干入,pigfarmer,06-01 11:45
206,0,尾盘看情况接回来,割肉就涨哎,06-01 11:44
226,0,今天有多少人哭晕在厕所啊？,股友2w21ud,06-01 11:44
256,0,就知道你昨天是假摔[呲牙],南瓜小正,06-01 11:43
530,4,这一波股价能上250吗,谈股论金_劉壹亿,06-01 11:43
224,0,那些说星期一挂跌停卖的人在哪里？,股友81318L8g96,06-01 11:43
287,0,哥哥，你这么红宁德知道吗？,是黎明Leon吖,06-01 11:43
275,1,昨天和今天下车的同学来发个言,吧股2015,06-01 11:43
213,0,大迪哥好猛,狗托司马,06-01 11:42
246,0,大家吃肉了，我出得太早了[哭],旋风行,06-01 11:42
481,3,看月线，此股短期已做完,Devillu2021,06-01 11:42
229,0,解套了，谢谢主力,翡翠亨通的李寻欢,06-01 11:42
292,0,止盈了,把股票当做游戏,06-01 11:41
648,9,机构在出货,价值投资是骗局,06-01 11:41
245,0,今天成交突破100亿,双木成长弓,06-01 11:40
1689,6,前天182.15拿的两手，今天182.5出的，一度准备180出的,老三的嫩韭菜,06-01 11:40
479,5,今天成功做T，赚了点零用钱，早上买了3手，尾盘清掉了,多财有余的无崖子,06-01 11:40
249,0,五月份的销售数据应该非常亮丽[大笑],股友15wit8,06-01 11:39
237,0,真的是假象，骗散户交筹码,游客涨,06-01 11:39
561,4,月线这样，不走还拿着，不亏是没天理！,blessedd,06-01 11:39
206,0,这两天你一直想洗掉我，没那么容易。,翡翠来财得蝶舞,06-01 11:39
195,0,601326+,秋天深蓝,06-01 11:38
305,1,喜欢新能源车的，看看中车时代电气！,确实有道理,06-01 11:38
344,2,！！！拉高减持，真正技术牛的新能源是中车时代电气！,确实有道理,06-01 11:37
243,1,可以上200不,闪电过客,06-01 11:37
3030,12,比亚迪现在抓紧要做的是，加快电池外供。大力发展刀片,ttydz0181,06-01 11:37
381,2,t飞的来报名,明明__就,06-01 11:37
440,0,我每天都在我家佛堂非常虔诚的念（般若心经）（准提咒,股友3HFGQp,06-01 11:37
211,0,迪哥你这是要连续高潮的节奏？？？,股友6VdqH3,06-01 11:37
5003,3,为什么说港股比A股理性，从昨天的走势就可见一斑。今,股市小可靠,06-01 11:36
209,0,比亚迪大肉，昨天174多买的长线股,比亚D威武,06-01 11:36
226,0,晚上又要解除质押了[微笑],赚钱就卖吧,06-01 11:35
191,0,t没了,股友wsFSl89301,06-01 11:34
223,0,我的判断准不准？骂我的人服不服？今天高开高走，越减,春天来了就飞翔,06-01 11:34
221,0,这个时候还卖掉筹码的真的可能就是跟自己过不去了,基民漂流记,06-01 11:33
2178,93,正啊，我部车就是比亚迪[大笑][大笑],股友m5990K5152,06-01 11:33
2546,78,早上利好通知，今天还得涨,sanyuepiao,06-01 11:33
207,0,昨天被大股东减持吓跑了，我有罪,哇嘎哩贡,06-01 11:33
1632,27,利好龙头比亚迪[鼓掌][鼓掌][鼓掌],财富自由QAQ,06-01 11:33
231,0,191左右止盈了。剩下的祝愿发财！,把股票当做游戏,06-01 11:33
279,1,昨天刚卖了，今天你就涨起来[哭][哭],那一抹云彩03,06-01 11:33
192,0,看出来了，你就等着我割肉才涨,身是客,06-01 11:32
2627,71,明天比亚迪应该大涨了，,kele美的,06-01 11:32
1544,64,祝贺比亚迪的股友们，新年快乐，牛年发大财！,慢就是快快,06-01 11:31
1759,59,牛牛牛,黄金大妞妞,06-01 11:31
177,0,要不要卖一点呢[大笑]我还在200多吹风，昨天挂的太低,耐心才会行,06-01 11:31
2325,77,明天涨停,zzzz火,06-01 11:31
306,1,"放心，很快上200的，都说了，没事别T,人家大资金200以",上班辛苦业余玩,06-01 11:31
205,0,230站在山顶好凉快,一苇渡江001,06-01 11:31
441,4,有没有昨天170割肉的，采访一下，什么感受,爱好这玩意,06-01 11:31
911,26,加油！,一路飙升1,06-01 11:31
209,0,再不买要涨停了，买港股,长期巴韭特,06-01 11:30
715,2,5月完美收官大家赚钱了吗？,倚重楼PLY玖伞旧1,06-01 11:30
241,0,拉高减持，千万别追，该出货的出货,中国消费者,06-01 11:29
203,0,直接上200,财源成金的大年,06-01 11:28
221,0,减持公告配合吸筹，拉升在即,滴水穿石头,06-01 11:27
199,0,震荡上升，要走的赶紧走吧,zmoVsufP,06-01 11:27
280,1,夏佐全还是清仓走人吧，年年减持太害人,常州阳光,06-01 11:26
257,0,比亚迪500多的市盈率能算个什么事儿？航发动力还1000,a不多不空a,06-01 11:25
234,0,兄弟们，敢继续拿着吗,股友jdNBMw,06-01 11:24
266,0,昨天建仓100万，别人恐惧我疯狂,车建安,06-01 11:24
197,0,唉T飞了,大道爱简,06-01 11:23
211,0,请问这是什么操作大佬解释一下,万亿项目组成员,06-01 11:23
212,0,所有人意见一致，将疯长疯跌。你猜得到吗,富可腾达地柳二龙,06-01 11:23
253,0,比亚迪今天这根阳线减仓止盈了！感谢！,把股票当做游戏,06-01 11:22
270,0,开始主升浪！！！,心态决定长远,06-01 11:22
251,0,伤心，昨天172割肉[微笑],先上Dj,06-01 11:22
188,0,操盘手是个骗炮王说说你霍霍了多少美美,股友4HfTnx,06-01 11:22
235,0,卖了三手，少挣2000,洋火北极星,06-01 11:22
231,0,资金流入10个亿？,股友x2iUoz,06-01 11:22
348,1,下午要绿,jeff_sun,06-01 11:21
184,0,我昨天刚割,我日进斗金,06-01 11:21
466,2,185一万手，打的过吗？,A小雨学股,06-01 11:21
409,3,做T做T,一位帅哥,06-01 11:20
231,0,李一恩又笑了,永乐资本,06-01 11:19
591,0,所有公司减持都是一个套路，你看宁德时代，去年解禁和,fionalinks,06-01 11:19
257,0,下一步炒作重点，锂电池控制器,股友71awhX,06-01 11:19
244,0,我槽还没来得及进就涨成这个鬼样,无名小迪哥,06-01 11:19
217,0,打不过就加入,jay笑着玩,06-01 11:18
236,0,去年也是这个货减持骗筹码，然后就一路上涨,失约的戈多,06-01 11:18
253,1,185老是破不了啊，哎,基民eMm5Nh,06-01 11:18
199,0,高手真会选时间拉升说说,股友4HfTnx,06-01 11:18
224,0,难道要涨停，我擦,当幸福_来敲门,06-01 11:17
301,1,破185大哥,基民eMm5Nh,06-01 11:17
230,0,什么情况，出啥利好了么？,佩刀护卫007,06-01 11:17
223,0,解套后是走是留,股友ygJBVU,06-01 11:17
245,0,牛逼牛逼，今天你是我大哥,基民t8lN3D,06-01 11:15
207,0,今天这么猛？,PGXN,06-01 11:15
226,0,瞬间吃掉3个亿,SyMango,06-01 11:15
550,0,你大哥昨天万亿市值了，你今儿也想努力吗？？你的估值,年轻人耗子尾汁丶,06-01 11:14
518,7,人家九几年就投几十万做比亚迪，现在几十年了，减持一,赶紧跑别回头,06-01 11:14
440,2,明天走高还是走低呢？,SyMango,06-01 11:14
219,0,万手哥威武霸气[鼓掌][鼓掌][鼓掌],股友qu1PqC,06-01 11:14
202,0,终于在起飞的前夜跑了,老李5556662532,06-01 11:14
205,0,万手哥，鼓舞人心,股友XcOoVz,06-01 11:13
212,0,叫我放牛娃182走了,股友08t7Y97725,06-01 11:12
265,0,不讲武德,浪花几朵,06-01 11:12
216,0,突破185就能起飞了,股友QsQOz3,06-01 11:11
1149,0,：智能汽车产业快速发展期，汽车数据安全成热点,资讯一点通,06-01 11:10
214,0,燕雀安知鸿鹄之志,股市小可靠,06-01 11:09
235,0,真舒服，逢低加点仓，冲高减一点，挺好！,SyMango,06-01 11:08
224,0,[抓狂],顺禾one,06-01 11:08
420,0,比亚迪6月1日盘中涨幅达5%,比亚迪资讯,06-01 11:08
516,1,请宁德时代的水军不要在这鼓吹什么只能制造容易发热的,炒股求亏钱,06-01 11:06
320,1,主力在进为何跌？,股友8713O17p36,06-01 11:06
1029,0,机构报团股，低位坚定持有或加仓。涨完别家了，该轮到,千年北漂,06-01 11:06
203,0,中国的核心资产，必须持续买入,基民Vw6Mgz,06-01 11:05
258,0,688258,发发每一天,06-01 11:05
275,1,今天我接了会不会站岗,股友5qT6072938,06-01 11:04
188,0,000034,发发每一天,06-01 11:03
222,0,要解禁的股票都在猛拉，呵呵，可怜的基民。。,富可有余地花满楼,06-01 11:03
670,0,给自己加鸡腿!!!大股东减持我是这么分析的，夏是投资,一亿小目标吧,06-01 11:03
221,0,利用减持洗盘,股友Z3J27,06-01 11:02
237,0,今天真刺激！,A小雨学股,06-01 11:02
201,0,现在不存在价值投资，就是赌！,生意是一门艺术,06-01 11:01
1593,1,写在宁德万亿 比亚迪五千亿,轩逍客,06-01 10:58
260,0,今年四季度比亚迪全新高端子品牌将上线，新车型预估定,etson,06-01 10:58
1200,0,三孩政策落地，车市的另一波红利又来了？,功夫汽车,06-01 10:54
881,18,国家长期发展战略，问题不大。满上。,瘆僧道刃,06-01 10:53
242,0,开开心心就好了,股友yy9UYq,06-01 10:52
194,0,这就是个坑,股友IeBFcD,06-01 10:50
220,0,卖在最低点，买在最高点，我踏马,别梦寒8888,06-01 10:50
322,2,难道比亚迪不配涨停吗？,股友jdNBMw,06-01 10:48
1118,24,最后半小时冲击涨停。,刀片电池技术,06-01 10:47
3626,52,比亚迪签约美国洛杉矶云轨项目,oo正月初五oo,06-01 10:47
1509,60,，牛逼。,炒股修德,06-01 10:47
201,0,冲高是为了出货,基民mexenl,06-01 10:47
276,1,大迪哥萎了？,狗托司马,06-01 10:47
206,0,垃圾业绩的汽车都在涨价，好业绩的停止不前,股友Ff96291983,06-01 10:47
8792,24,比亚迪现大肆扩张，订单爆裂！各大基地都在大量招工，,微色伏锂,06-01 10:47
210,0,潮起潮落天天有，年前必上新高楼。,股友T6m9Kd,06-01 10:44
231,0,祝：留下来的发财,英雄6510,06-01 10:43
277,0,如果我没有算错，今晚特斯拉大跌！,生意是一门艺术,06-01 10:43
263,0,你好,在河之洲君子好逑,06-01 10:42
7348,4,新能源车、光伏、军工、有色等板块后市看法及操作策略,西瓜看盘,06-01 10:42
1287,1,你了解内向性格的力量吗？从小我们接受的教育，大概就,北京捉龙师,06-01 10:41
273,0,比亚迪等于半个宁德,股友FXpGLZ,06-01 10:39
323,2,自从我买了就不涨了，是不是因为我买了,天天牛市天天股灾,06-01 10:38
264,0,难道比亚迪还比不上康美药业吗？,股友jdNBMw,06-01 10:37
269,0,真TM的恶心，看到你就想吐,股友jdNBMw,06-01 10:36
350,1,我昨天跑掉，本想看看今天情况，要不要在进来，没想到,BOBDaShu,06-01 10:35
206,0,软了,股民334455,06-01 10:34
256,0,[哭][哭][哭]要吐血了，卖点成买,堆金如意地逍遥子,06-01 10:33
377,3,把昨天五毛钱的TT回来了哈哈哈开心,发发发啦997,06-01 10:31
242,0,有钱难买早知道,股友ZPteWy,06-01 10:31
276,0,转发,XsX股市小熊熊XsX,06-01 10:29
244,0,让你们交筹码呢,茶馆咖啡,06-01 10:28
451,2,183卖了11点左右找低点买入,她来听我d演唱会,06-01 10:28
274,0,夏佐全不地道，浪费了昨天的大好形势，今天想涨也要被,常州阳光,06-01 10:27
331,2,今天很可能上190以上哦,股友PO3Vxd,06-01 10:26
322,0,增持[兴奋][拜神][微笑][鼓掌],小司机2,06-01 10:26
3039,0,4月销量大涨的“秘密”：你看得懂奇瑞的统计口径和产,能源新闻网,06-01 10:25
10763,16,新能源大涨！,萌萌的猪猪侠,06-01 10:25
204,0,这个价位很稳定了，不会再暴跌了,空仓看牛市,06-01 10:24
362,1,nnd从259捏到昨天被洗出来了,股友0L06a58518,06-01 10:24
263,0,我死抱，期待万亿市值,wkhh奈何,06-01 10:23
226,0,比比无惧解禁，厉害了,很Nice的柚子,06-01 10:23
256,0,现价为减持期内高位,大湖胡把大的,06-01 10:20
270,0,减持短期之前肯定拉升一波的，可以跟着喝点汤,股友QMyDgT,06-01 10:15
212,0,转发,多财为富de卡卡西,06-01 10:12
247,0,还在唱空，啧啧啧，是瞎么？,横店某主角,06-01 10:11
258,0,半导体分拆上市影响大，大家捂好股.275都经历了，大幅,高冷麒麟,06-01 10:06
245,0,把港股价格砸下来,空仓看牛市,06-01 10:03
390,1,昨天散户们纷纷杀跌出逃，深港通的外资含泪接了你们的,股友roKbO6,06-01 10:03
7376,32,凭着在比亚迪亏的学费，昨天的判断还是准的。昨天开盘,散养股民老K,06-01 10:03
3008,88,感谢比亚迪，之前一千股没拿住，只剩了六百股了。,十点之前不动手,06-01 10:03
738,20,加油加油，冲冲冲,别想了该睡了,06-01 10:02
248,0,开放三胎难道不换一辆比亚迪么？未来三胎长大了还的买,股友rmdrXb,06-01 10:01
2212,5,比亚迪的主力成本分析,抓住科技主线,06-01 10:00
243,0,都是雷锋拉高给人减持基金钱不是钱→_→,股友3502q763X5,06-01 09:57
254,0,昨天进来的兄弟发财,股友一九九七,06-01 09:56
248,0,，一卖就猛涨,吾旺旺,06-01 09:55
251,0,冲破185,高冷麒麟,06-01 09:55
356,1,假象,股友BvU3RM,06-01 09:54
276,0,宁德突破前期了，现在看迪迪的了,fffwj,06-01 09:54
239,0,大腿拍紫了,高冷麒麟,06-01 09:54
227,0,大腿拍紫了,高冷麒麟,06-01 09:54
291,0,出货了吗,牛牛苗,06-01 09:53
252,0,下套很明显，下午看跳水,空仓看牛市,06-01 09:53
657,4,港股今天走势就可以知道大A股，明天创反弹新高，186,莫益平,06-01 09:53
237,0,恭喜昨天跑了的兄弟,高冷麒麟,06-01 09:53
228,0,到200,天行晓,06-01 09:52
247,0,不能输给宁德时代，否则太丢份了！,云飞扬FLY,06-01 09:52
490,5,，我就看不懂了，那些人整天在这里说不要比亚迪不行，,股市大发财888,06-01 09:49
312,0,特斯拉利空，就是比亚迪利好,股友kakeyP,06-01 09:46
338,0,只不过延续了原本的趋势罢了，昨日恐慌杀，周末全部唱,挂科炒股,06-01 09:41
275,0,冲上去，挺住，别怂,常州阳光,06-01 09:40
289,0,转发,XsX股市小熊熊XsX,06-01 09:40
3025,0,锂电池、三胎等概念火热，大盘继续高歌猛进,老陈分析,06-01 09:39
308,0,转发,XsX股市小熊熊XsX,06-01 09:38
315,0,你们，昨天才跑,十年股民ccc,06-01 09:37
341,0,就喜欢这种一路洗盘一路涨的，后面肯定要加速,上班辛苦业余玩,06-01 09:36
344,1,买买买！！！,生意是一门艺术,06-01 09:36
282,0,我发现你一点不跟板块,这也不懂那也不懂,06-01 09:35
349,0,昨天两倍杠杆抄底了，你奈我何？有种让我爆仓啊，哈哈,做空A股1年赚1亿,06-01 09:35
266,0,赔本都没跑，怕啥，为了解套吗,不设置了,06-01 09:35
318,0,做个T,一位帅哥,06-01 09:34
308,0,做T做T,一位帅哥,06-01 09:34
300,0,昨天韭菜割得很好啊,莫益平,06-01 09:34
312,0,大舅哥200多元走了，老夏随便减个20几亿[想一下],熊冠全求,06-01 09:33
309,0,上200,ivwsldn,06-01 09:32
324,0,高开低走?,盆满腾达地伯南,06-01 09:31
483,0,我发起了一个投票，【#比亚迪#今天有望站上190？】，,梭哈到底,06-01 09:30
1007,0,比亚迪半导体拟公开发行股票,东方经济报,06-01 09:28
313,0,下一个破万亿的票[得意][得意][得意],郑小云诶,06-01 09:27
3368,1,0601早知道,布衣投资家,06-01 09:26
313,0,看空比亚迪的还不是想上车，不然谁没事天天发跟自己不,鸿义为你而来,06-01 09:26
301,1,赶紧倒闭吧，垃圾公司,基民GgAFP0,06-01 09:24
312,0,好久没来，怎么感觉进来就一股酸味呢。,朋友135246,06-01 09:22
1310,0,锂电池、三胎等概念火热，大盘继续高歌猛进,张志专栏,06-01 09:21
274,0,回调一下是好事,咕咕大鸡,06-01 09:21
1135,0,基金机构赎回带来净值高增！农银汇理新能源主题灵活配,萝卜投研,06-01 09:21
382,2,明天继续下跌，起码再跌两三天，调至155再买。,多财有余的无崖子,06-01 09:20
368,1,相信价值的回归波动就像心电图没时间去盯盘研究太多,泡沫一抛就破,06-01 09:17
245,0,转发,XsX股市小熊熊XsX,06-01 09:15
587,0,看好比亚迪，但不是盲目吹嘘,股友swNdBZ,06-01 09:14
324,0,昨天多亏宁德撑着，今天还是择机出,英雄6510,06-01 09:04
357,0,卖掉比亚迪抄底000573的理由,股友JxEhGn,06-01 09:01
1500,0,每日复盘丨锂电池走强，市场情绪活跃~,前海开源基金,06-01 08:55
395,0,比亚迪(002594)融资融券信息(05-31),比亚迪资讯,06-01 08:52
355,0,比亚迪昨天逆势下跌，可能还是市场对于广东疫情的担忧,n802613667086052,06-01 08:48
2251,9,上周五在比亚迪和舍得之间选择了比亚迪，结果今天舍得,想要飞得更高vvv,06-01 08:46
1628,10,看看刚刚这个消息！比亚迪下午翻红暴涨了！5-31,春暖花开免摇号,06-01 08:45
1275,0,无线充电公司Witbotic在打机器人的主意,财经涂鸦,06-01 08:43
5874,1,光伏大涨被言中，接下来的板块热点在哪？,国琪论股,06-01 08:40
375,2,外资超王传福，成为第一大股东，可以这样理解吗？,奥斯丁福施福,06-01 08:39
334,0,分拆的半导体要上市了，今天涨停,刀片电池技术,06-01 08:32
1087,0,比亚迪，沪铜，镑美市场乾坤详解,乾坤波浪理论,06-01 08:23
1549,0,华商远见价值混合拟任基金经理梁皓： 看好消费、医药,华商基金,06-01 08:21
386,1,电池涨得红红火火，比亚迪还是负的，可要小心注意点,股友jwrpr1,06-01 08:17
5044,14,比亚迪业绩爆发在即，以现在股价两年后市盈率不足10倍,ttydz0181,06-01 08:14
523,3,记录第2个月的成绩单简直就是捡了芝麻丢了西瓜[大哭][,番翟刀,06-01 08:13
320,0,忐忑的一天又要开始了byd,云飞扬FLY,06-01 08:08
314,0,大家对比一下吧,明日成就辉煌,06-01 08:08
2559,0,生育大变局！三胎放开了，这些板块受益明显！,苍龙四月天,06-01 07:59
8782,46,高瓴资本突放大招，砸158亿猛追近3000亿光伏巨头！今,北京OptionGirl,06-01 07:52
332,0,三胎政策开放，利好新能源车，家庭人口就多了。四座五,高冷麒麟,06-01 07:46
1924,0,三孩政策来袭好孩子等多支股票拉升；宁德时代成创业板,财见caijian,06-01 07:45
661,2,前天有人在航发动力叨叨叨，我告诉他，跳空高开站在60,爱耳朵兔子,06-01 07:45
1046,0,这个板块又起飞了！龙头公司创造历史！,天天基金网,06-01 07:39
389,2,看不到比亚迪未来的人，只能说是肉眼凡胎，鼠目寸光。,ttydz0181,06-01 07:25
354,0,潜力股强烈推荐600519贵州茅台，股中股尊，酒中酒王，,散户雨朦胧,06-01 07:22
972,0,特斯拉坠落，比亚迪称王！重庆商报-上游新闻记者严薇,南昌王一刀,06-01 06:59
270,0,转发,富有来财地傅红雪,06-01 06:53
7685,81,有锂走遍天下比亚迪早早布局盐湖提锂！比亚迪等多家企,北京OptionGirl,06-01 06:51
8358,117,批战比亚迪刀片电池的固态电池来了，效率高刀片两倍。,北京OptionGirl,06-01 06:46
6576,33,比亚迪股价不低了～比亚迪与长安汽车比较无论是营收～,中长线客V,06-01 06:40
221,0,阳光总在风雨后,爱好这玩意,06-01 06:25
3160,4,难得的锂电池大涨之日，BYD却被瞎某的减持连累而错失,吉祥每一天,06-01 06:00
243,0,一路阴跌开启收割,慢就是快快就是s,06-01 05:44
622,0,中国车联网专业工作委员会第二次会议在京召开,八重山,06-01 05:36
2662,25,大家马上看看长安汽车的走势！5-31,牛股天下无敌,06-01 04:09
1841,8,比亚迪将推国产闪电小飞度 续航超1千公里 而且比飞度,牛股天下无敌,06-01 04:08
348,2,每天一遍270打卡,涨婷婷是也allin,06-01 01:57
1680,18,【宁德不但解禁没有减持，而且是坚定看好！】【比亚迪,股友L8N2yO,06-01 01:51
765,1,新能车ETF和宁德时代都回到前高了，比亚度不到200块死,股友jdNBMw,06-01 00:51
1382,0,五月收官之战，A股三大指数集体收涨，锂电池板块掀涨,基金花絮,06-01 00:51
264,0,我发现很多蠢家伙！一边买这个股票想赚钱，跌一点点就,我叫江挺,06-01 00:34
320,1,比亚迪生产9座车吗？,龙之助理,06-01 00:26
291,1,今天约跌放量，我觉得明天要大涨，不信大家试目以待。,股友PO3Vxd,06-01 00:13
394,3,今天-6割了，一身轻松,诸葛抄股,05-31 23:56
360,1,果然不出所料，今天回调了，明天继续跌就可以买入了,秋叶_1990,05-31 23:54
1215,0,海尔欲“牵手”吉利，跟风华为与赛力斯模式？,21世纪经济报道,05-31 23:37
491,2,538倍市盈率，每股收益8分钱（0.08元），能炒到200元,股友VhSwYj,05-31 23:28
278,0,风里雨里80等你，满仓,改个名字太难了,05-31 23:25
265,0,宁德时代加油,股友1852n12H53,05-31 23:21
413,2,公司赚的钱是公司的，不是股东的。但是高管没钱了，就,皇宫扫地僧,05-31 23:20
598,1,不得了！不得了！比亚迪电子的营业额达720亿！！！中,MACD8899,05-31 23:20
1075,2,今天主力偷鸡不成蚀把米！,股友jdNBMw,05-31 23:20
4649,15,现在比亚迪的股价仅有历史最高点的2/3，姓夏的为什么,才望高升de丘处机,05-31 23:19
6325,3,“新能源”是打赢“双碳”这场硬仗的抓手,长城基金,05-31 23:17
5229,2,新能源发展是打赢“双碳”硬仗的抓手,长城基金,05-31 23:15
552,4,明天大跌，跌到160我们再买。虽然清仓了我觉得今晚应,多财有余的无崖子,05-31 23:10
457,2,三孩新政利好比亚迪！！,慢慢陪你涨,05-31 23:01
418,1,时机差不多已到。,TaNk有梦小哥哥,05-31 23:00
474,0,今日刀片电池板块概念股大涨，作为主演因为减持利空不,奋斗的老韭菜,05-31 22:59
472,1,三胎政策利好（比亚迪）,开天辟地葫芦娃,05-31 22:51
12744,155,新华社两次发文痛批 新能源汽车产业到底怎么了？,足智高升得俊之,05-31 22:50
578,3,永久性拉黑比亚迪，长安更具有投资价值,丧尸军团,05-31 22:49
732,0,今年春节后，A股权重股集体出现大幅度下降，那段时间,东直门吹雪,05-31 22:48
3096,11,任何一个垃圾股不考虑市盈率的话都可以操控到胆有多大,五G方舟,05-31 22:46
361,1,今天上午低开赶走很多，,n1428760536e5e62,05-31 22:45
296,0,今天刚提了比亚迪汉！给你个机会，我买点股票,A殿少,05-31 22:42
1964,16,我今天175元全部清仓了，亏损了3万多元。,沧海一粟ef52p85258,05-31 22:42
3548,20,上次夏总预减持公告是2020年5月30日，从此之后比亚迪,老迪粉,05-31 22:40
429,0,唐智控:2021年5月28日投资者关系活动记录表查看PDF原,股友Pmki9H,05-31 22:39
286,0,明天倒,哈甘时光,05-31 22:25
3960,8,宁德时代与比亚迪的不同就是前者机构持股多，后者散户,ttydz0181,05-31 22:22
1490,2,宁德时代随着近年来中国新能源车的高速发展，长期保持,操盘必读,05-31 22:21
1555,0,每日财报比亚迪半导体公司拟创业板上市 格力电器再回,每日财报,05-31 22:19
5555,2,3600继续震荡，外资分化！新能源强势领涨，要减仓吗？,青春姐理财记,05-31 22:14
4068,12,夏佐全本行就是做投资，他的正轩投资平均收益10倍，减,yrtuueqw,05-31 22:09
1020,0,0531晚  主升浪走势，重点关注的方向,银戈02,05-31 22:09
266,0,唉，真垃圾，选了个最差的，,股友769pv17513,05-31 22:02
230,0,要废了,贝为涛,05-31 22:00
7389,8,【40万实盘】午评新能源又领涨了，这次是该追涨还是减,股友357q63782y,05-31 21:59
374,0,比亚迪半导体分拆上市，将会重创造一个比亚迪的市值？,MACD8899,05-31 21:58
27034,353,新能源汽车龙头抛大额减持计划！23股拟减持比例超总股,比亚迪资讯,05-31 21:57
311,0,比亚迪50元估值水平,股友JxEhGn,05-31 21:56
323,0,宁德突破万亿市值，比亚迪才一半，宁德领头羊地位确认,拉高继续,05-31 21:53
300,0,一群鸡狗把一个没有太大发展前景的公司，股价拉这么高,ldzh日月明,05-31 21:52
269,0,所以说股东就是再做高抛低吸？,雨城淘金,05-31 21:50
292,0,山上的倒是割啊主力也很急,NILrwu,05-31 21:50
5328,27,董事比谁都想的明白，目前100多倍的比亚迪，大股东要,中国式价值投资,05-31 21:47
290,0,强烈要求！分拆上市给每位股东配股，打新股优先。,努力奔想666,05-31 21:42
316,0,比亚迪与凤姐新能源汽车就是汽车史的一个笑话，智能汽,股友P1ydvE,05-31 21:38
269,1,恭喜，发财了,震撼的背影,05-31 21:37
297,0,明天就是无脑涨的节奏了，大盘4000已成定局,明明__就,05-31 21:36
348,4,已经清仓，不再碰反复坚持套现的垃圾，任你涨上天,恭喜为富de向问天,05-31 21:36
398,0,新能源对于中国来说是非常难得的机会，以前很多领域中,操盘必读,05-31 21:34
421,0,一个行业值不值得投资最终要看的还是需求，只有需求旺,操盘必读,05-31 21:32
391,0,比亚迪应该3天左右就要结束上涨进入回调,股友V051L33918,05-31 21:31
95381,0,这个板块又起飞了！,招财猫财富攻略,05-31 21:30
371,0,新能源板块之所以受到资金的不断追捧，最根本原因还是,操盘必读,05-31 21:28
351,0,比亚迪具有良好前景,炒鸡无敌小帅哥,05-31 21:23
312,0,转发,失业板的韭菜,05-31 21:16
318,0,80等你,改个名字太难了,05-31 21:14
403,0,我发起了一个投票，【#比亚迪#明日涨跌】，快来参与投,股友AXWuaa朱,05-31 21:11
